CycPeptMPDB_ID,Source,SMILES,Original_Name_in_Source_Literature,Structurally_Unique_ID,PAMPA,Monomer_Length,Monomer_Length_in_Main_Chain,Molecule_Shape,Water_avgRMSD_All,Water_avgRMSD_BackBone,Desolvation_Free_Energy,Water_3D_SASA,Water_3D_NPSA,Water_3D_PSA,Hexane_avgRMSD_All,Hexane_avgRMSD_BackBone,Hexane_3D_SASA,Hexane_3D_NPSA,Hexane_3D_PSA,Water_RepFrame,Hexane_RepFrame
4235,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,hepta_658,4235,-6.33,7,7,Circle,0.202951,0.0815126,-25.0916,8.864,7.59,1.274,0.153987,0.0505523,8.973,7.75,1.223,36,82
4234,2020_Townsend,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,hepta_657,4234,-5.16,7,7,Circle,0.141813,0.0540538,-33.1103,9.585,8.504,1.081,0.13855,0.0349379,9.101,8.068,1.033,64,70
4233,2020_Townsend,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N1C,hepta_656,4233,-4.87,7,7,Circle,0.133299,0.0355567,-15.3868,9.28,8.134,1.146,0.122474,0.0370631,9.286,8.147,1.139,79,60
4232,2020_Townsend,CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,hepta_655,4232,-10.0,7,7,Circle,0.173667,0.0663392,-22.2289,9.255,8.136,1.119,0.122897,0.0389821,9.438,8.253,1.185,12,36
4231,2020_Townsend,CC(C)C[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,hepta_654,4231,-6.03,7,7,Circle,0.135004,0.0461103,-18.3051,9.387,8.299,1.088,0.135274,0.0367546,8.908,7.812,1.096,36,96
4230,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_653,4230,-6.41,7,7,Circle,0.162895,0.0459318,-28.7732,8.88,7.697,1.183,0.15694,0.0598294,8.75,7.646,1.104,67,87
4229,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,hepta_652,4229,-4.98,7,7,Circle,0.119125,0.0457783,-23.3156,9.495,8.1,1.395,0.16198,0.0585138,9.387,8.107,1.28,30,94
4228,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,hepta_651,4228,-4.95,7,7,Circle,0.13506,0.0498755,-17.4321,9.011,8.081,0.93,0.111012,0.0402537,8.882,8.003,0.879,29,59
4227,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_650,4227,-5.7,7,7,Circle,0.14117,0.0537798,-41.1944,9.381,8.263,1.118,0.117072,0.043067,8.707,7.701,1.006,82,39
4226,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C1=O,hepta_649,4226,-5.46,7,7,Circle,0.218589,0.0809427,-33.5745,9.196,7.802,1.394,0.138604,0.0331028,9.071,7.955,1.116,17,20
4224,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_647,4224,-6.35,7,7,Circle,0.143856,0.0434945,-35.9916,9.017,7.813,1.204,0.151578,0.0494299,8.666,7.451,1.215,23,60
4223,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_646,4223,-10.0,7,7,Circle,0.185127,0.0735625,-39.7118,9.551,8.082,1.469,0.123924,0.0440202,8.679,7.46,1.219,92,30
4222,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,hepta_645,4222,-4.97,7,7,Circle,0.135319,0.0540431,-27.2293,9.537,8.332,1.205,0.135508,0.0448443,9.203,8.203,1.0,95,80
4221,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,hepta_644,4221,-5.27,7,7,Circle,0.192748,0.0772053,-32.0545,9.667,8.458,1.209,0.127402,0.0400627,8.947,7.9,1.047,53,25
4220,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,hepta_643,4220,-5.67,7,7,Circle,0.144817,0.0602092,-24.1237,9.025,7.986,1.039,0.079216,0.0359336,9.003,7.893,1.11,42,44
4219,2020_Townsend,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N1C,hepta_642,4219,-5.05,7,7,Circle,0.120691,0.0576749,-32.4027,9.509,8.214,1.295,0.135252,0.043704,9.248,8.137,1.111,81,87
4218,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,hepta_641,4218,-5.59,7,7,Circle,0.132776,0.0480913,-34.8219,9.549,8.34,1.209,0.109563,0.0423874,8.947,7.811,1.136,45,29
4217,2020_Townsend,CC(C)C[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,hepta_640,4217,-5.3,7,7,Circle,0.120671,0.0378191,-25.9458,9.428,8.238,1.19,0.173161,0.0754017,9.299,8.158,1.141,53,73
4216,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_639,4216,-5.81,7,7,Circle,0.163239,0.0637301,-26.1442,9.524,8.299,1.225,0.15198,0.0458208,9.345,8.029,1.316,77,6
4215,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_638,4215,-10.0,7,7,Circle,0.131051,0.0353128,-20.5812,9.137,7.964,1.173,0.131748,0.0346794,9.206,8.012,1.194,26,25
4214,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_637,4214,-5.86,7,7,Circle,0.186376,0.0454247,-31.2056,9.266,8.032,1.234,0.159072,0.0501164,8.706,7.579,1.127,96,39
4213,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,hepta_636,4213,-6.18,7,7,Circle,0.15465,0.0483638,-22.8456,8.955,7.705,1.25,0.132943,0.0357601,8.817,7.655,1.162,28,56
4212,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,hepta_635,4212,-5.04,7,7,Circle,0.143568,0.0425399,-25.1171,9.123,7.875,1.248,0.136192,0.0377537,9.063,7.907,1.156,72,2
4211,2020_Townsend,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,hepta_634,4211,-5.4,7,7,Circle,0.147573,0.0428991,-34.8205,9.715,8.564,1.151,0.137501,0.0639778,9.086,8.047,1.039,77,100
4210,2020_Townsend,CC(C)C[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,hepta_633,4210,-6.4,7,7,Circle,0.159652,0.0664107,-20.3329,9.537,8.295,1.242,0.139608,0.055708,9.293,8.142,1.151,52,17
4209,2020_Townsend,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N1C,hepta_632,4209,-5.52,7,7,Circle,0.174441,0.0674475,-22.3128,9.345,8.291,1.054,0.129377,0.0429138,9.186,8.235,0.951,76,85
4208,2020_Townsend,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N1C,hepta_631,4208,-5.07,7,7,Circle,0.103161,0.0295131,-22.5314,8.768,7.836,0.932,0.111017,0.0446074,8.917,7.887,1.03,46,68
4207,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_630,4207,-4.97,7,7,Circle,0.133415,0.0457828,-19.0217,8.802,7.843,0.959,0.155664,0.0475112,9.207,8.02,1.187,26,70
4206,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,hepta_629,4206,-5.55,7,7,Circle,0.135514,0.0529439,-23.4371,9.056,7.846,1.21,0.171659,0.0537633,8.966,7.903,1.063,55,47
4205,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,hepta_628,4205,-5.71,7,7,Circle,0.146236,0.0456055,-33.335,9.523,8.328,1.195,0.107236,0.0398419,8.822,7.886,0.936,44,72
4204,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,hepta_627,4204,-5.59,7,7,Circle,0.189363,0.0847762,-27.3873,9.229,7.873,1.356,0.154683,0.062889,9.182,8.011,1.171,33,65
4203,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_626,4203,-5.73,7,7,Circle,0.130814,0.0595009,-35.0287,9.545,8.219,1.326,0.133213,0.0486092,8.695,7.681,1.014,25,46
4202,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_625,4202,-5.48,7,7,Circle,0.121572,0.0491344,-38.0002,9.484,8.095,1.389,0.138615,0.03848,9.001,7.702,1.299,49,65
4201,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,hepta_624,4201,-5.0,7,7,Circle,0.126493,0.0514997,-27.4757,9.025,7.831,1.194,0.117665,0.0397205,9.064,8.071,0.993,77,35
4200,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,hepta_623,4200,-5.64,7,7,Circle,0.121096,0.057413,-41.4041,9.361,8.094,1.267,0.102563,0.0392514,8.671,7.727,0.944,100,98
4199,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,hepta_622,4199,-5.35,7,7,Circle,0.115297,0.0498451,-38.2654,9.246,7.969,1.277,0.106828,0.0378285,8.911,7.938,0.973,7,39
4198,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_621,4198,-5.72,7,7,Circle,0.165371,0.0691816,-28.8383,9.142,7.816,1.326,0.179064,0.0742251,8.863,7.775,1.088,79,72
4197,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_620,4197,-6.09,7,7,Circle,0.148455,0.0523442,-22.9101,9.14,7.907,1.233,0.134019,0.0453265,9.315,8.225,1.09,6,31
4196,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,hepta_619,4196,-5.78,7,7,Circle,0.150445,0.0411948,-34.1011,9.657,8.353,1.304,0.104196,0.0388004,8.76,7.802,0.958,42,5
4195,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C1=O,hepta_618,4195,-5.43,7,7,Circle,0.146112,0.0404545,-30.1906,9.255,7.916,1.339,0.14825,0.0410486,8.997,7.841,1.156,20,98
4194,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_617,4194,-6.94,7,7,Circle,0.18627,0.0659607,-31.9725,9.351,7.992,1.359,0.0934887,0.0357784,8.736,7.61,1.126,76,26
4193,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,hepta_616,4193,-5.18,7,7,Circle,0.0959375,0.0379448,-33.8701,9.312,8.009,1.303,0.125535,0.0407702,8.974,7.951,1.023,17,84
4192,2020_Townsend,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N1C,hepta_615,4192,-5.47,7,7,Circle,0.118989,0.0461164,-29.9596,9.121,7.816,1.305,0.165517,0.0575158,9.163,7.927,1.236,21,48
4191,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,hepta_614,4191,-5.58,7,7,Circle,0.124052,0.0570735,-26.5047,9.145,7.742,1.403,0.105497,0.0445866,8.72,7.663,1.057,40,56
4190,2020_Townsend,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N1C,hepta_613,4190,-5.96,7,7,Circle,0.121657,0.0580924,-34.4039,9.351,8.018,1.333,0.118758,0.0374291,8.852,7.827,1.025,87,88
4189,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_612,4189,-6.49,7,7,Circle,0.157015,0.0547764,-33.2867,9.381,8.062,1.319,0.173284,0.0757994,9.189,7.967,1.222,31,5
4188,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_611,4188,-5.66,7,7,Circle,0.189316,0.0711585,-23.6088,9.004,7.757,1.247,0.112562,0.0409612,8.854,7.788,1.066,28,80
4187,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,hepta_610,4187,-5.3,7,7,Circle,0.134248,0.0385377,-39.3447,9.357,8.055,1.302,0.160143,0.0461438,8.669,7.556,1.113,51,22
4186,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_609,4186,-6.31,7,7,Circle,0.128918,0.0513985,-44.3688,9.007,7.721,1.286,0.20324,0.082354,8.916,7.667,1.249,4,48
4185,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C1=O,hepta_608,4185,-6.14,7,7,Circle,0.151311,0.0610567,-18.9994,8.548,7.451,1.097,0.111784,0.0351217,8.505,7.443,1.062,88,20
4184,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,hepta_607,4184,-6.35,7,7,Circle,0.200516,0.0862973,-25.7232,9.058,7.655,1.403,0.139438,0.0496681,8.73,7.58,1.15,24,41
4183,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_606,4183,-6.78,7,7,Circle,0.176874,0.0670791,-29.4052,9.097,7.724,1.373,0.185767,0.0712299,9.109,7.819,1.29,10,74
4182,2020_Townsend,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,hepta_605,4182,-5.47,7,7,Circle,0.151542,0.0537073,-25.5479,9.528,8.433,1.095,0.177033,0.0506751,9.081,8.097,0.984,46,58
4181,2020_Townsend,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N1C,hepta_604,4181,-6.26,7,7,Circle,0.20581,0.0560055,-38.1864,9.674,8.561,1.113,0.193445,0.0652707,9.713,8.574,1.139,86,4
4180,2020_Townsend,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N1C,hepta_603,4180,-5.8,7,7,Circle,0.16422,0.0448701,-23.366,9.222,8.278,0.944,0.249625,0.108011,9.587,8.508,1.079,47,79
4179,2020_Townsend,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,hepta_602,4179,-5.63,7,7,Circle,0.194694,0.0530522,-28.1243,9.394,8.23,1.164,0.162578,0.046918,9.243,8.228,1.015,10,83
4178,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,hepta_601,4178,-5.68,7,7,Circle,0.166404,0.0482662,-30.9759,9.004,7.932,1.072,0.175144,0.0501426,9.295,8.165,1.13,18,31
4177,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_600,4177,-10.0,7,7,Circle,0.13776,0.0428356,-38.4319,9.563,8.315,1.248,0.181285,0.0729623,9.36,8.114,1.246,35,2
4176,2020_Townsend,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,hepta_599,4176,-5.33,7,7,Circle,0.152664,0.0487004,-22.2721,9.581,8.585,0.996,0.195849,0.0721847,9.541,8.461,1.08,99,58
4175,2020_Townsend,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,hepta_598,4175,-5.47,7,7,Circle,0.22112,0.0782958,-43.1698,9.914,8.669,1.245,0.148957,0.0489631,8.932,8.105,0.827,84,84
4174,2020_Townsend,CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N1C,hepta_597,4174,-5.84,7,7,Circle,0.207436,0.0759087,-31.3544,9.477,8.419,1.058,0.125802,0.0409026,8.905,7.75,1.155,70,26
4173,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,hepta_596,4173,-6.23,7,7,Circle,0.173423,0.0520364,-24.5992,9.451,8.492,0.959,0.217548,0.0562167,9.457,8.472,0.985,50,47
